image_path,label,filename,mean_r,mean_g,mean_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,std_h,std_s,std_v,blur_score,is_blurry,is_too_dark,is_too_bright,is_outlier
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H22_21_6_hem.bmp,HEM,UID_H22_21_6_hem.bmp,68.38896580368268,28.485116987401355,77.99743873736675,11.588487824508368,7.115550611985173,9.398598289926065,144.35605011767964,162.67191610134293,78.30579399141631,4.0002003637663135,15.827879641371089,9.554048669600695,20.798103703703703,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H14_22_3_hem.bmp,HEM,UID_H14_22_3_hem.bmp,62.57201627279792,26.60392192713809,75.37866252228368,10.917924211338399,7.755016670683823,10.316912677271326,142.35973853819078,165.75869634776248,75.50011427526626,4.075468849798645,17.228204829372412,10.365173283270593,16.37831111111111,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H10_172_3_hem.bmp,HEM,UID_H10_172_3_hem.bmp,61.93181904364643,24.565773008228735,71.24193242577073,13.331250816309035,11.782206760371544,13.202004217779045,144.2027606082439,169.62636987600015,71.47013765120776,4.855005228225415,23.770659200738987,13.527629049192402,79.78549135802469,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H22_2_3_hem.bmp,HEM,UID_H22_2_3_hem.bmp,63.12253206671628,27.62890163288535,77.87357177253426,9.61253020221834,8.673215823944085,9.863803238918164,141.25613973646193,165.357439915948,77.87387821214377,3.113267812950587,19.682008326980103,9.86277967593765,13.331664197530865,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H22_15_8_hem.bmp,HEM,UID_H22_15_8_hem.bmp,56.99027966331795,24.425522671735,69.50040727667663,13.941885627873361,9.75261086298517,12.2563259709865,141.7368449633451,167.12983980450718,69.62856367092044,4.6637855918008,21.057216899380744,12.42896378117874,26.425353086419754,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H10_130_2_hem.bmp,HEM,UID_H10_130_2_hem.bmp,65.31224751207016,27.91161690806976,74.5827175091142,12.096157451422433,10.44421321515871,11.386262524711555,144.2242257036818,161.51023089302723,74.92189706703452,4.250932177859235,21.879071017344813,11.568920755848476,47.22893827160494,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H14_17_15_hem.bmp,HEM,UID_H14_17_15_hem.bmp,59.38044328552803,25.588996088657105,73.86883963494132,12.169150442380394,9.293689600887362,12.08101537751935,141.17465449804433,168.09110821382006,74.00286831812255,4.167772813641567,19.298259858930013,12.192003368618883,16.50566913580247,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H10_76_1_hem.bmp,HEM,UID_H10_76_1_hem.bmp,73.67749326687301,29.69783334003296,77.3069501949592,12.344496880273356,8.336338384081193,10.534377667791434,147.84359046508823,159.08903806729109,78.51654138360735,5.12134543464575,17.720074388273797,11.036915336704086,33.47194074074074,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H10_177_4_hem.bmp,HEM,UID_H10_177_4_hem.bmp,83.48738244297968,38.28974875203398,87.1103725971483,10.87579588024615,9.71478575347312,8.962323251330266,147.9230811660553,144.89097879147246,88.13905513113986,3.540168233883071,20.013965475748268,9.579873900506874,21.750212345679014,False,False,False,False
/root/.cache/kagglehub/datasets/shafiullahshafin/c-nmc-2019-dataset/versions/1/C-NMC 2019 (PKG)/C-NMC_training_data/fold_1/hem/UID_H14_17_10_hem.bmp,HEM,UID_H14_17_10_hem.bmp,73.30551080807703,30.48458397332634,84.03708837522946,10.219109973229877,7.043040864365965,9.724684351017407,144.09530588543814,162.87940658599632,84.06125201363653,2.664774016821339,14.292294744007567,9.724737456548416,14.727871604938272,False,False,False,False
